Bigram Language Model Smoothing Results
=====================================

Formulas:
1. Add-One: P(w2|w1) = (count(w1,w2) + 1) / (count(w1) + V)
2. Add-K: P(w2|w1) = (count(w1,w2) + 0.3) / (count(w1) + 0.3*V)
3. Token Type: P(w2|w1) = (count(w1,w2) + V) / (count(w1) + V²)

Bigram	Count	ContextCount	AddOne	AddK	TokenType
('সেমিস্টারের', 'ভর্তি')	3	3	0.000493	0.001354	0.000123
('ভর্তি', 'কার্যক্রম')	1	5	0.000246	0.000533	0.000123
('কার্যক্রম', '</s>')	1	2	0.000246	0.000534	0.000123
('এক', 'সপ্তাহ')	1	60	0.000245	0.000521	0.000123
('সপ্তাহ', 'আগে')	1	2	0.000246	0.000534	0.000123
('আগে', 'থেকেই')	3	33	0.000491	0.001338	0.000123
('থেকেই', 'নগরের')	1	12	0.000246	0.000531	0.000123
('নগরের', 'জামালখানের')	1	1	0.000246	0.000534	0.000123
('জামালখানের', 'সিআইইউ')	1	1	0.000246	0.000534	0.000123
('সিআইইউ', 'ক্যাম্পাসে')	1	2	0.000246	0.000534	0.000123
('ক্যাম্পাসে', 'ভিড়')	1	2	0.000246	0.000534	0.000123
('ভিড়', 'করতে')	1	3	0.000246	0.000533	0.000123
('করতে', 'থাকেন')	1	80	0.000244	0.000517	0.000123
('থাকেন', 'ভর্তিচ্ছু')	1	5	0.000246	0.000533	0.000123
('ভর্তিচ্ছু', 'শিক্ষার্থীরা')	1	2	0.000246	0.000534	0.000123
('<s>', 'মুখে')	1	0	0.000246	0.000534	0.000123
('মুখে', 'মাস্ক')	1	8	0.000246	0.000532	0.000123
('মাস্ক', 'আর')	1	1	0.000246	0.000534	0.000123
('আর', 'সামাজিক')	1	57	0.000245	0.000522	0.000123
('সামাজিক', 'দূরত্ব')	3	12	0.000492	0.001349	0.000123
('দূরত্ব', 'মেনে')	1	3	0.000246	0.000533	0.000123
('মেনে', 'এই')	1	6	0.000246	0.000533	0.000123
('সময়', 'তাদেরকে')	1	51	0.000245	0.000523	0.000123
('তাদেরকে', 'নতুন')	1	4	0.000246	0.000533	0.000123
('নতুন', 'সেমিস্টারের')	1	21	0.000246	0.000529	0.000123
('ভর্তি', 'ফরম')	1	5	0.000246	0.000533	0.000123
('ফরম', 'সংগ্রহ')	1	4	0.000246	0.000533	0.000123
('সংগ্রহ', 'করতে')	2	4	0.000370	0.000943	0.000123
('<s>', '\\')	1	0	0.000246	0.000534	0.000123
('\\', 'হসিআইইউ')	1	1	0.000246	0.000534	0.000123
('হসিআইইউ', 'কর্তৃপক্ষ')	1	1	0.000246	0.000534	0.000123
('কর্তৃপক্ষ', 'জানান')	1	6	0.000246	0.000533	0.000123
('গত', '১')	1	34	0.000245	0.000527	0.000123
('১', 'সেপ্টেম্বর')	1	23	0.000246	0.000529	0.000123
('থেকে', 'বিশ্ববিদ্যালয়ে')	1	171	0.000241	0.000499	0.000123
('বিশ্ববিদ্যালয়ে', 'অটাম')	1	2	0.000246	0.000534	0.000123
('ভর্তি', 'প্রক্রিয়া')	1	5	0.000246	0.000533	0.000123
('প্রক্রিয়া', 'শুরু')	1	1	0.000246	0.000534	0.000123
('<s>', 'সরাসরি')	1	0	0.000246	0.000534	0.000123
('সরাসরি', 'ফরম')	1	4	0.000246	0.000533	0.000123
('ফরম', 'সংগ্রহের')	1	4	0.000246	0.000533	0.000123
('সংগ্রহের', 'পাশাপাশি')	1	1	0.000246	0.000534	0.000123
('পাশাপাশি', 'বাড়িতে')	1	13	0.000246	0.000531	0.000123
('বাড়িতে', 'বসেও')	1	2	0.000246	0.000534	0.000123
('বসেও', 'অনলাইনের')	1	1	0.000246	0.000534	0.000123
('অনলাইনের', 'মাধ্যমে')	3	6	0.000493	0.001352	0.000123
('মাধ্যমে', 'ভর্তি')	1	15	0.000246	0.000531	0.000123
('ভর্তি', 'হওয়ার')	1	5	0.000246	0.000533	0.000123
('হওয়ার', 'সুযোগ')	1	17	0.000246	0.000530	0.000123
('সুযোগ', 'পাচ্ছেন')	1	12	0.000246	0.000531	0.000123
('পাচ্ছেন', 'ছাত্র')	1	1	0.000246	0.000534	0.000123
('ছাত্র', '-')	1	9	0.000246	0.000532	0.000123
('-', 'ছাত্রীরা')	1	224	0.000240	0.000489	0.000123
('ছাত্রীরা', '</s>')	2	2	0.000370	0.000944	0.000123
('বর্তমানে', 'সিআইইউতে')	1	13	0.000246	0.000531	0.000123
('সিআইইউতে', 'বিজনেস')	1	1	0.000246	0.000534	0.000123
('বিজনেস', 'স্কুল')	1	2	0.000246	0.000534	0.000123
('স্কুল', ',')	1	8	0.000246	0.000532	0.000123
('স্কুল', 'অব')	3	8	0.000492	0.001351	0.000123
('অব', 'সায়েন্স')	1	7	0.000246	0.000533	0.000123
('সায়েন্স', 'অ্যান্ড')	1	1	0.000246	0.000534	0.000123
('অ্যান্ড', 'ইঞ্জিনিয়ারিং')	1	4	0.000246	0.000533	0.000123
('ইঞ্জিনিয়ারিং', ',')	1	1	0.000246	0.000534	0.000123
('অব', 'লিবারেল')	1	7	0.000246	0.000533	0.000123
('লিবারেল', 'আর্টস')	1	1	0.000246	0.000534	0.000123
('আর্টস', 'অ্যান্ড')	1	1	0.000246	0.000534	0.000123
('অ্যান্ড', 'সোশ্যাল')	1	4	0.000246	0.000533	0.000123
('সোশ্যাল', 'সায়েন্সেস')	1	7	0.000246	0.000533	0.000123
('সায়েন্সেস', 'ও')	1	2	0.000246	0.000534	0.000123
('ও', 'স্কুল')	1	197	0.000241	0.000494	0.000123
('অব', 'ল')	1	7	0.000246	0.000533	0.000123
('ল', 'প্রোগ্রামের')	1	3	0.000246	0.000533	0.000123
('প্রোগ্রামের', 'অধীনে')	1	1	0.000246	0.000534	0.000123
('অধীনে', 'চালু')	1	3	0.000246	0.000533	0.000123
('চালু', 'রয়েছে')	1	10	0.000246	0.000532	0.000123
('রয়েছে', 'একাধিক')	1	26	0.000246	0.000528	0.000123
('একাধিক', 'সাবজেক্ট')	1	8	0.000246	0.000532	0.000123
('সাবজেক্ট', '</s>')	1	1	0.000246	0.000534	0.000123
('বিস্তারিত', 'জানতে')	1	8	0.000246	0.000532	0.000123
('জানতে', 'ভিজিট')	1	8	0.000246	0.000532	0.000123
('ভিজিট', 'করতে')	1	1	0.000246	0.000534	0.000123
('হবে', ':')	1	90	0.000244	0.000515	0.000123
(':', 'িি')	1	115	0.000243	0.000510	0.000123
('িি', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'িপরঁ')	1	0	0.000246	0.000534	0.000123
('িপরঁ', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'বফঁ')	1	0	0.000246	0.000534	0.000123
('বফঁ', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'নফ')	1	0	0.000246	0.000534	0.000123
('নফ', '-')	1	1	0.000246	0.000534	0.000123
('এই', 'ঠিকানায়')	1	162	0.000242	0.000501	0.000123
('ঠিকানায়', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'মুঠোফোন')	1	0	0.000246	0.000534	0.000123
('মুঠোফোন', ':')	1	1	0.000246	0.000534	0.000123
(':', '০১৯৪৬৯৭৩৭৭৮')	1	115	0.000243	0.000510	0.000123
('০১৯৪৬৯৭৩৭৭৮', 'ও')	1	1	0.000246	0.000534	0.000123
('ও', '০১৮৪৪২১৬৬৬০')	1	197	0.000241	0.000494	0.000123
('০১৮৪৪২১৬৬৬০', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'ফেসবুকে')	1	0	0.000246	0.000534	0.000123
('ফেসবুকে', 'লগ')	1	3	0.000246	0.000533	0.000123
('লগ', 'ইন')	1	1	0.000246	0.000534	0.000123
('ইন', 'করার')	1	1	0.000246	0.000534	0.000123
('করার', 'ঠিকানাটি')	1	28	0.000246	0.000528	0.000123
('ঠিকানাটি', 'হলো')	1	1	0.000246	0.000534	0.000123
('হলো', 'যঃঃঢ়ং')	1	13	0.000246	0.000531	0.000123
('যঃঃঢ়ং', ':')	1	1	0.000246	0.000534	0.000123
(':', '/')	1	115	0.000243	0.000510	0.000123
('/', '/')	1	18	0.000246	0.000530	0.000123
('/', 'বিন')	1	18	0.000246	0.000530	0.000123
('বিন', '</s>')	1	6	0.000246	0.000533	0.000123
('<s>', 'ভধপবনড়ড়শ')	1	0	0.000246	0.000534	0.000123
('ভধপবনড়ড়শ', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'পড়স')	1	0	0.000246	0.000534	0.000123
('পড়স', '/')	1	1	0.000246	0.000534	0.000123
('/', 'ঈযরঃঃধমড়হমওহফবঢ়বহফবহঃটহরাবৎংরঃু')	1	18	0.000246	0.000530	0.000123
('ঈযরঃঃধমড়হমওহফবঢ়বহফবহঃটহরাবৎংরঃু', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'তরুণ')	1	0	0.000246	0.000534	0.000123
('তরুণ', 'আজাদের')	1	4	0.000246	0.000533	0.000123
('আজাদের', 'চমৎকার')	2	2	0.000370	0.000944	0.000123
('চমৎকার', 'অফস্পিন')	1	4	0.000246	0.000533	0.000123
('অফস্পিন', 'বোলিংয়ে')	1	2	0.000246	0.000534	0.000123
('বোলিংয়ে', '(')	1	4	0.000246	0.000533	0.000123
('১১', '/')	1	10	0.000246	0.000532	0.000123
('/', '৫')	1	18	0.000246	0.000530	0.000123
('৫', ')')	1	22	0.000246	0.000529	0.000123
(')', 'থানাপাড়া')	1	94	0.000244	0.000514	0.000123
('থানাপাড়া', 'ব্যায়ামাগার')	2	2	0.000370	0.000944	0.000123
('ব্যায়ামাগার', 'দল')	2	3	0.000370	0.000944	0.000123
('দল', '৪১')	1	19	0.000246	0.000530	0.000123
('৪১', 'রানে')	2	3	0.000370	0.000944	0.000123
('রানে', 'কিশলয়')	1	7	0.000246	0.000533	0.000123
('কিশলয়', 'যুব')	2	3	0.000370	0.000944	0.000123
('যুব', 'সংঘকে')	1	3	0.000246	0.000533	0.000123
('সংঘকে', 'হারিয়ে')	1	1	0.000246	0.000534	0.000123
('হারিয়ে', 'সেমিফাইনালে')	1	7	0.000246	0.000533	0.000123
('সেমিফাইনালে', 'উঠলো')	1	2	0.000246	0.000534	0.000123
('উঠলো', '</s>')	1	2	0.000246	0.000534	0.000123
('(', '১৮')	2	95	0.000365	0.000909	0.000123
('১৮', 'জানুয়ারি')	1	9	0.000246	0.000532	0.000123
('জানুয়ারি', ')')	1	5	0.000246	0.000533	0.000123
(')', 'সকালে')	1	94	0.000244	0.000514	0.000123
('সকালে', 'টাঙ্গাইল')	1	6	0.000246	0.000533	0.000123
('টাঙ্গাইল', 'স্টেডিয়ামে')	1	2	0.000246	0.000534	0.000123
('স্টেডিয়ামে', 'জেলা')	1	1	0.000246	0.000534	0.000123
('জেলা', 'ক্রীড়া')	1	29	0.000246	0.000528	0.000123
('ক্রীড়া', 'সংস্থা')	1	2	0.000246	0.000534	0.000123
('সংস্থা', 'আয়োজিত')	1	16	0.000246	0.000531	0.000123
('আয়োজিত', 'বঙ্গবন্ধু')	1	3	0.000246	0.000533	0.000123
('বঙ্গবন্ধু', 'প্রথম')	1	5	0.000246	0.000533	0.000123
('প্রথম', 'বিভাগ')	1	25	0.000246	0.000529	0.000123
('বিভাগ', 'ক্রিকেট')	1	2	0.000246	0.000534	0.000123
('ক্রিকেট', 'লীগের')	1	11	0.000246	0.000532	0.000123
('লীগের', 'প্রথম')	1	10	0.000246	0.000532	0.000123
('প্রথম', 'কোয়ার্টার')	1	25	0.000246	0.000529	0.000123
('কোয়ার্টার', 'ফাইনাল')	1	2	0.000246	0.000534	0.000123
('ফাইনাল', 'ম্যাচ')	1	1	0.000246	0.000534	0.000123
('ম্যাচ', 'অনুষ্ঠিত')	1	6	0.000246	0.000533	0.000123
('<s>', 'সকালে')	1	0	0.000246	0.000534	0.000123
('সকালে', 'মাঠে')	1	6	0.000246	0.000533	0.000123
('মাঠে', 'ঘনকুয়াশা')	1	4	0.000246	0.000533	0.000123
('ঘনকুয়াশা', 'থাকায়')	1	1	0.000246	0.000534	0.000123
('থাকায়', 'খেলা')	1	3	0.000246	0.000533	0.000123
('খেলা', 'প্রায়')	1	12	0.000246	0.000531	0.000123
('প্রায়', '২')	2	25	0.000369	0.000935	0.000123
('২', 'ঘন্টা')	1	21	0.000246	0.000529	0.000123
('ঘন্টা', '৩০')	1	1	0.000246	0.000534	0.000123
('৩০', 'মিনিট')	1	10	0.000246	0.000532	0.000123
('মিনিট', 'পরে')	1	1	0.000246	0.000534	0.000123
('পরে', 'বেলা')	1	27	0.000246	0.000528	0.000123
('১১', 'টা')	1	10	0.000246	0.000532	0.000123
('টা', '৩০')	1	4	0.000246	0.000533	0.000123
('৩০', 'মিনিটে')	1	10	0.000246	0.000532	0.000123
('মিনিটে', 'শুরু')	1	6	0.000246	0.000533	0.000123
('যে', 'কারণে')	3	54	0.000490	0.001326	0.000123
('কারণে', 'ম্যাচ')	1	26	0.000246	0.000528	0.000123
('ম্যাচ', 'কার্টেল')	1	6	0.000246	0.000533	0.000123
('কার্টেল', 'করে')	1	1	0.000246	0.000534	0.000123
('করে', '২৫')	2	192	0.000361	0.000876	0.000123
('২৫', 'ওভারে')	2	10	0.000369	0.000941	0.000123
('ওভারে', 'নির্ধারণ')	1	3	0.000246	0.000533	0.000123
('নির্ধারণ', 'করা')	2	3	0.000370	0.000944	0.000123
('পরে', 'খেলা')	1	27	0.000246	0.000528	0.000123
('খেলা', 'শুরু')	1	12	0.000246	0.000531	0.000123
('হলে', 'টসে')	1	21	0.000246	0.000529	0.000123
('টসে', 'হেরে')	1	1	0.000246	0.000534	0.000123
('হেরে', 'থানাপাড়া')	1	4	0.000246	0.000533	0.000123
('দল', 'প্রথমে')	1	19	0.000246	0.000530	0.000123
('প্রথমে', 'ব্যাটিং')	1	3	0.000246	0.000533	0.000123
('ব্যাটিং', 'করে')	1	5	0.000246	0.000533	0.000123
('করে', 'নির্ধারিত')	1	192	0.000241	0.000495	0.000123
('নির্ধারিত', '২৫')	1	1	0.000246	0.000534	0.000123
('ওভারে', '৬')	1	3	0.000246	0.000533	0.000123
('৬', 'উইকেট')	1	17	0.000246	0.000530	0.000123
('উইকেট', 'হারিয়ে')	2	6	0.000369	0.000943	0.000123
('হারিয়ে', '১৩৪')	1	7	0.000246	0.000533	0.000123
('১৩৪', 'রান')	1	1	0.000246	0.000534	0.000123
('রান', 'করে')	4	11	0.000615	0.001759	0.000123
('<s>', 'দলের')	4	0	0.000616	0.001766	0.000123
('দলের', 'পক্ষে')	3	26	0.000491	0.001341	0.000123
('পক্ষে', 'রাব্বী')	1	12	0.000246	0.000531	0.000123
('রাব্বী', 'সর্বোচ্চ')	1	1	0.000246	0.000534	0.000123
('সর্বোচ্চ', '২৭')	1	8	0.000246	0.000532	0.000123
('২৭', 'রান')	1	8	0.000246	0.000532	0.000123
('এছাড়া', 'ইমরান')	1	9	0.000246	0.000532	0.000123
('ইমরান', '২৩')	1	3	0.000246	0.000533	0.000123
(',', 'দিপ্র')	1	779	0.000225	0.000405	0.000123
('দিপ্র', '২২')	1	1	0.000246	0.000534	0.000123
('২২', 'ও')	1	11	0.000246	0.000532	0.000123
('ও', 'সিজান')	1	197	0.000241	0.000494	0.000123
('সিজান', '১৮')	1	1	0.000246	0.000534	0.000123
('১৮', 'রান')	1	9	0.000246	0.000532	0.000123
('<s>', 'বোলিংয়ে')	2	0	0.000370	0.000945	0.000123
('বোলিংয়ে', 'বিজিত')	1	4	0.000246	0.000533	0.000123
('বিজিত', 'কিশলয়')	1	1	0.000246	0.000534	0.000123
('কিশলয়', 'দলের')	1	3	0.000246	0.000533	0.000123
('দলের', 'দুর্জয়')	1	26	0.000246	0.000528	0.000123
('দুর্জয়', 'ও')	1	1	0.000246	0.000534	0.000123
('ও', 'আলীম')	1	197	0.000241	0.000494	0.000123
('আলীম', 'যথাক্রমে')	1	1	0.000246	0.000534	0.000123
('যথাক্রমে', '১৫')	1	2	0.000246	0.000534	0.000123
('১৫', 'ও')	1	13	0.000246	0.000531	0.000123
('ও', '২৮')	1	197	0.000241	0.000494	0.000123
('২৮', 'রানে')	1	5	0.000246	0.000533	0.000123
('রানে', '২')	2	7	0.000369	0.000942	0.000123
('টি', 'করে')	1	26	0.000246	0.000528	0.000123
('করে', 'উইকেট')	1	192	0.000241	0.000495	0.000123
('উইকেট', 'দখল')	3	6	0.000493	0.001352	0.000123
('দখল', 'করে')	3	5	0.000493	0.001353	0.000123
('<s>', 'জবাবে')	1	0	0.000246	0.000534	0.000123
('জবাবে', 'কিশলয়')	1	4	0.000246	0.000533	0.000123
('যুব', 'সংঘ')	1	3	0.000246	0.000533	0.000123
('সংঘ', 'জয়ের')	1	1	0.000246	0.000534	0.000123
('জয়ের', 'লক্ষ্যে')	1	1	0.000246	0.000534	0.000123
('লক্ষ্যে', 'ব্যাটিং')	1	4	0.000246	0.000533	0.000123
('নেমে', 'অফস্পিন')	1	7	0.000246	0.000533	0.000123
('অফস্পিন', 'বোলার')	1	2	0.000246	0.000534	0.000123
('বোলার', 'আজাদের')	1	3	0.000246	0.000533	0.000123
('চমৎকার', 'বোলিংয়ে')	1	4	0.000246	0.000533	0.000123
('বোলিংয়ে', '৫০')	1	4	0.000246	0.000533	0.000123
('৫০', 'রান')	1	8	0.000246	0.000532	0.000123
('রান', 'পেরুতেই')	1	11	0.000246	0.000532	0.000123
('পেরুতেই', '৫')	1	1	0.000246	0.000534	0.000123
('৫', 'উইকেট')	1	22	0.000246	0.000529	0.000123
('হারিয়ে', 'বিপদে')	1	7	0.000246	0.000533	0.000123
('বিপদে', 'পড়ে')	2	2	0.000370	0.000944	0.000123
('শেষ', 'পর্যন্ত')	2	24	0.000369	0.000936	0.000123
('পর্যন্ত', '১৮')	1	30	0.000246	0.000528	0.000123
('১৮', '</s>')	1	9	0.000246	0.000532	0.000123
('২', 'ওভারে')	1	21	0.000246	0.000529	0.000123
('ওভারে', '৯২')	1	3	0.000246	0.000533	0.000123
('৯২', 'রানে')	1	2	0.000246	0.000534	0.000123
('রানে', 'অলআউট')	1	7	0.000246	0.000533	0.000123
('অলআউট', 'হলে')	1	1	0.000246	0.000534	0.000123
('হলে', '৪১')	1	21	0.000246	0.000529	0.000123
('রানে', 'পরাজিত')	1	7	0.000246	0.000533	0.000123
('পরাজিত', 'হয়ে')	1	2	0.000246	0.000534	0.000123
('হয়ে', 'টুর্নামেন্ট')	1	37	0.000245	0.000526	0.000123
('টুর্নামেন্ট', 'থেকে')	1	2	0.000246	0.000534	0.000123
('থেকে', 'বিদায়')	1	171	0.000241	0.000499	0.000123
('বিদায়', 'নেয়')	1	1	0.000246	0.000534	0.000123
